Date,Rating,Title,Review
"November 20, 2019",5,Thank you to both Summer and Ashliegh,"Thank you to both Summer and Ashliegh. Even though I still haven't received my order yet, I am reassured that the situation will be resolved."
"November 20, 2019",5,Samantha was very friendly and helpful,"Samantha was very friendly and helpful. Finally fixed my issue, that was dragging for weeks."
"November 20, 2019",5,Very helpful and responded fast to what…,Very helpful and responded fast to what I needed. Really appreciate this employee's time. Thanks
"November 20, 2019",1,BAD EXPERIENCE,I am convinced that ASOS really doesn’t care about their customers. I purchased some pants that ended up being the wrong size. They don’t offer exchanges in US so I was told to return them and just repurchase them. Well when I went to buy them the price increased by $12. I don’t think that it’s fair that I would have to pay that price when I had already got it for the discounted price. I spoke to customer service and they couldn’t resolve after taking forever to figure out a decision. I will no longer give ASOS my business and will tell me friends about my experience.
"November 20, 2019",5,Extremely helpful,"Extremely helpful, friendly, and time-efficient!"
"November 20, 2019",1,It is so upsetting that their no phone…,It is so upsetting that their no phone number to which we can call. Other sources like Facebook or chat don’t respond fast I was trying to reach them regarding my order deliver missing. But It took one whole day almost to contact them.
"November 20, 2019",2,Incorrect item received (Club L Cap Sleeve Embroidery Detail Jumpsuit),"The product was great! But I did not receive the Club L Baroque Sequin Jumpsuit; instead, I received the Club L Cap Sleeve Embroidery Detail Jumpsuit. In order to receive a refund, since the Cap Sleeve Jumpsuit is less expensive than the Baroque Sequin Jumpsuit, I need to return and re-purchase the items (which for me is a hassle since I have university mailing that is only open certain times in the day. I also don't have vehicular transport, so I have to locate and go to the nearest UPS dropoff site by foot). In terms of the product, the zipper tends to get stuck near the belt area, but when it is on, it looks good. It is very form-fitting, so be warned of that. Also note that the jumpsuit is really meant for tall and skinny people. I am 5'6"" and a US size 4 jumpsuit grazes the floor when I wear inch heels. Again, note that this review is for the Club L Cap Sleeve Embroidery Detail Jumpsuit."
"November 20, 2019",5,Dani was excellent,Dani was excellent. Kudos
"November 20, 2019",1,I would put zero but that's not an…,I would put zero but that's not an option. I had a delivery stolen and was inquiring about what to do and the carriers the company uses and received horrible service. I was asking about carriers and the agent Sarah tells me I can pick it up on store and I explained where I live it's not close or convenient and she proceeds to say that I can just get a refund which I did not want so I said I would wait and see what follow up email says after they have investigated. After the chat ends I get an email stating I am getting a refund and will not get a replacement for my package. So clearly your customer service does what they want and doesn't listen to what the customer is requesting. And then she had the audacity to send a list of locations for in store pick up which I said I did not want. So now I have no package and am more annoyed by dealing with people who don't listen.
"November 20, 2019",4,Happy they were able to talk at these…,Happy they were able to talk at these ungodly hours! Left the conversation happy that action will be taking place. Could have been clearer on what was needed in regards to pics etc
"November 20, 2019",5,I chatted with Dani today about my…,"I chatted with Dani today about my order that was not delivered, even though the tracking said it was. I originally talked with Sabrina who didnt seem to want to help. I attempted a second time after calling the post office and confirming they didnt have my order and Dani was quick to resolve the issue and even requested Express shipping. I hope I get these items on time. Either way Dani is awesome!!!!"
"November 20, 2019",5,Great On-line Help,"Online Help was fabulous.  Quick and easy to access and friendly, helpful replies.  Great service.  Thanks Josh :)"
"November 20, 2019",5,Dani was professional and helpful in…,Dani was professional and helpful in helping me check my returns and refund.
"November 20, 2019",5,Josh was great,Josh was great! He was super understanding and helped me solve my issue promptly. He needs a raise or a bonus or something. Thanks for the great customer service!
"November 20, 2019",5,I was very very frustrated knowing that…,I was very very frustrated knowing that my package was delivered to my front door instead of my apartment office. I live in an area where stealing packages is very common. When I talked to Callum via chat. They made the refund process very easy for me and also shipped out the items I still wanted on my order. Thank you.
"November 20, 2019",5,Very helpful and very kind any problem…,Very helpful and very kind any problem you have they handled it and makes you happy thank you again #TeamASOS
"November 20, 2019",5,Josh is doing a great job,"Josh is doing a great job. I inquired about refund times. His computer crashed, but he was very helpful and funny. Thank you for your help Josh."
"November 20, 2019",5,Awesome customer service !!,Awesome customer service !!Thanks again Yusuf!!
"November 20, 2019",5,Wonderful service,"Wonderful service, quick response"
"November 20, 2019",5,nice,very very very truly and honestly and nicely a 10
"November 20, 2019",5,Selina was helpful and professional,Selina was helpful and professional. She ensured my question was answered and provided a solution to correcting the incorrect item in my order.
"November 20, 2019",2,I have had multiple issue with ASOS,"I have had multiple issue with ASOS, but I keep coming back.  The customer service via chat is subpar (no ownership, no courtesy), they've added tax and items don't always arrive as intended.  Give plenty of time to iron our reorders and get discount codes because they do not send them when promised."
"November 20, 2019",5,Fabulous online customer service,The Asos customer service online chat is really convenient. + Josh was very helpful in resolving my query
"November 20, 2019",1,My order arrived with one of the items…,"My order arrived with one of the items broken. The refund for that was issued, but one of the other items was not the right size. I asked to return it and purchase another size at the same price as I purchased the previous item and the rep who I spoke with said they were unable to do that. Terrible customer service, it is industry standard to be able to do that. Ive used Asos for years and they have always been able to do these exchanges. Its a shame but I unfortunately will not be shopping here again."
"November 20, 2019",5,This is possibly the best customer…,"This is possibly the best customer service experience I have ever had. Ben you are amazing, Thank you! I was definitely not expecting to have my issue resolved so quickly and professionally."
"November 20, 2019",5,Order missing an item...,"One of my orders came damaged and missing an item. Customer service was so kind, easy, and helpful they worked on a solution right away. I'm very pleased with my interaction with Courtney and how simple she made things for me."
"November 20, 2019",5,I've used these kinds of chats before…,I've used these kinds of chats before and always got bored and never answered to quick enough however this guy was amazing! Thomas was so quick at answering my questions and nice to chat to! Thanks again!
"November 20, 2019",1,ASOS have issued me with a voucher…,"ASOS have issued me with a voucher worth £287 because I posted a parcel back on Monday instead of the Friday. I have spoken to two customer service agents and they are refusing to give me my money back. I was also told I can't speak to their manager because they are not customer facing (very unprofessional) This is a large amount of money and the parcel was posted back only a day late. It's disgusting that they won't make any exception for such a large amount of money and short period of time. The customer services just seem to fob you off, and they couldn't even tell me their complaints procedure, or give me a phone number so i could speak to someone. I feel completely fobbed off by them."
"November 19, 2019",2,Too Many Problems,"Ordered a pair of WHITE sneakers. Received black. Used a discount code when I ordered, so I spoke with a CSR about another code so I wouldn't be spending more money to replace the wrong sneakers. Said they would email a code to use. Received code, didn't work. Spoke with another CSR, said they would look into it. Never heard of this company before, had a discount code, they have nice products, so I ordered. Not been a very positive experience so far. Will change rating and review if it gets resolved without any more issues."
"November 19, 2019",5,How can you not love ASOS💜💜💜,How can you not love ASOS! From the stylish yet affordable clothing to the amazing choice of gift selection 🙌 I only shop at ASOS now for practically every as it has EVERYTHING a girl could ever need 💁🏼‍♀️ Oh and I can’t forget to mention that the live chat you can have will ASOS is so extra on top of that!☺️ Super friendly and helpful.. it’s no wonder ASOS is my go to💘
"November 19, 2019",5,Lesley was fast and helpful,"Lesley was fast and helpful, thank you for resolving the issue."
"November 19, 2019",1,If I could give a ratinf of zero - I would!,"If I could give a rating of zero - I would. I have been an active customer with ASOS for 10 plus years and spent thousands of dollars on their website, but I am absolutely appalled by their robotic approach to customer service. Pick up your game ASOS"
"November 19, 2019",5,JASSIYA,JASSIYA - was very polite and helpful - they listened to my questions and got to the point very quickly/ helped make a plan to action a resolution - definitely a great customer experience1
"November 19, 2019",5,Narina was Excellent,Narina was Excellent She sorted the issue out quickly and was very good... excellent customer service from yourselves Thank you ASOS
"November 19, 2019",5,Lianne was SO helpful,Lianne was SO helpful! They answered all my questions and looked into two different queries I had concerning this great Daisy Street Retro Sweater. They were patience and funny and I really enjoyed chatting with them. They went above and beyond to solve my issue and answer all my questions while being a delight to work with. Thank you Lianne! You rock!
"November 19, 2019",5,Yusuf has been really helpful!Thank you…,Yusuf has been really helpful!Thank you so much!
"November 19, 2019",5,Very helpful customer service advisor,Very helpful customer service advisor. Who sorted out the problem asap. Very friendly and efficient. Advisor who i spoke to: Shohaib  chat number : 23597915
"November 19, 2019",4,Asos' clothes are great and their…,"Asos' clothes are great and their customer service is quick and easy. However, it is not clear when you are buying the US site vs. the UK site is confusing and allows for a difficult delivery experience."
"November 19, 2019",5,Received a quick and helpful response…,Received a quick and helpful response from Samantha today!!
"November 19, 2019",5,good people,good peoplethanks a lot
"November 19, 2019",5,Superb!!!!,Superb!!!!! That is all that needs said!!
"November 19, 2019",4,3rd Re-order,"Took a little while to connect but the issue was addressed and hopefully resolved. After ordering something that was in stock twice, it was unsuccessful each time. I spoke with a rep named Callum, he verified the item was in stock and said to try it through the desktop browser. Hopefully that works out.The first two times I tried paying via Klarna. I noticed that the 3rd time there was a price change, the item was now listed under $50.  With Klarna you can only make purchases with items over $50. Wondering if maybe that price change caused some kind of glitch & had something to do with the item not going through the first two times. Or if, in fact, it did have something to do with the iPhone app.Anyway, appreciate the help.  Hope my order goes through, I really want that jacket!Andrew"
"November 19, 2019",5,Janine was a great customer service…,Janine was a great customer service representative.
"November 19, 2019",5,Asos customer service is impeccable,"Very friendly and helpful, helped me find an alternative to the out of stock dress I loved and wanted to use for my graduation, I love the new choices too. Also informed me about that I can track when items come back into stock with the app, overall very approachable attitude and good experience"
"November 19, 2019",5,Excellent customer service,"Excellent customer service, had an item missing and this was sorted straight away."
"November 19, 2019",1,I spoke to Laura and she didn't even…,"I spoke to Laura and she didn't even apologise for the 35 minute delay - that is basic customer service. The issue was on ASOS' behalf but I still didn't receive an apology for that and when I asked for some form of compensation, I got told that nothing could be done apart from to wait for my refund to come through. I have been a loyal and regular ASOS Premier customer and am very disappointed with Laura and her very poor and basic knowledge of customer service."
"November 19, 2019",5,Very helpful and polite,Very helpful and polite! Really kind and professional
"November 19, 2019",5,Very good service and the issues…,Very good service and the issues resolved very well
"November 19, 2019",5,I have just finished a live chat…,I have just finished a live chat session with aso s customer care and Marta was really helpful with a question i had. Thank you
"November 19, 2019",5,my order was missing items due to the…,my order was missing items due to the shipping company and cs at asos was extremely helpful and easy to work with
"November 19, 2019",5,Had an issue regarding a late delivery,"Had an issue regarding a late delivery, and Jordon sorted it out straight away!"
"November 19, 2019",5,Very helpful customer care,Very helpful customer care - all resolved very easily and painlessly which is really quite uncommon. Thank you very much.
"November 19, 2019",5,Selena sorted my issue ASAP for me,Selena sorted my issue ASAP for me. Good service thank you!
"November 19, 2019",5,Excellent costumer care.,Excellent costumer care.Very fast response and courtesy.
"November 19, 2019",5,Very nice,"Very nice, quick answers and patient."
"November 19, 2019",5,My advisor Sarah was extremely helpful…,My advisor Sarah was extremely helpful and I look forward to hearing from ASOS and getting a refund. Would highly recommend.
"November 19, 2019",5,I had to wait a long time but once…,I had to wait a long time but once someone contacted me (Chelsea) she was very good and fast at responding
"November 19, 2019",5,Great help :) I love asos,"Great help, Adam was thorough and ensured that he’d covered all grounds before letting me know what would happen next. I never have a bad experience with asos, customer service is exemplary."
"November 19, 2019",1,Waited almost an hour to chat with…,Waited almost an hour to chat with someone and unable to log into the website at all. Returned an item 10 business days ago but was told I would have to wait until tomorrow and then contact them since today is the 10th business day. UGH
"November 19, 2019",5,Helpful,"Quick, friendly and helpful"
"November 19, 2019",5,Joanna helped me out with an…,"Joanna helped me out with an unsuccessful order within a couple of minutes and I had made a new order straight away, including a promo code. Thank you!"
"November 19, 2019",4,Joanna did a great job in helping me,"Joanna did a great job in helping me.  She was quick, efficient and straight to the point.  That's what you need with good customer service."
"November 19, 2019",5,Arnie was very helpful,"Arnie was very helpful, quick and friendly. I had a missing item and he refunded my account straight away."
"November 19, 2019",1,Awful,"The worst delivery record of any online retailer. You have to fight with them to get an explanation about missing deliveries. They are so ineffective at sorting delivery issues because they basically accept no responsibility. If a courier misplaces your item then you are out of pocket, with no explanation until it finds it way back to them, which could take weeks. All ASOS can say is “it’s not our fault.” They have lied to me, ignored me... just the worst customer service for such a big company."
"November 19, 2019",5,the best,the best ! especially aftersales especially Morgan!
"November 19, 2019",2,Poor delivery service,"I always loved ASOS and the variety of products, however their delivery service SERIOUSLY lets them down. I’m a premier member so have unlimited next day delivery, however, I can’t remember the last time my next day delivery worked! I know this isn’t ASOS, however using DPD as a delivery firm is really not working. I was at home recovering from surgery, when I received my hour deliver slot from DPD, all of a sudden 1 minute past my delivery slot and I got a text to say no one was in. Absolutely ludicrous! And this isn’t the first time it’s happened. It’s just a shame now that I cannot rely on ASOS for prompt delivery and the service I have paid for. Gutted."
"November 19, 2019",2,Usually I LOVEEEE ASOS but not right…,"Usually I LOVEEEE ASOS but not right now. A package that I ordered 4 weeks ago, I was told that I have to wait another 2 weeks to ""see"" IF I receive. If not, then Asos will look into refunds. So right now, I'm not too happy about the company"
"November 19, 2019",1,INCREDIBLY POOR SERVICE,"INCREDIBLY POOR SERVICEShopped at ASOS for years, pay for a next day delivery pass every year and order nearly every month - in my last order i received TWO faulty items that were unwearable - when i contacted customer service they said the only thing they could do is for me to repackage it all and return it, wait for them to decide if the item was faulty or not, and then i would potentially recieve a refund. The items were out of stock so i did not want to do this. They said i could take the items to a repair shop, get a quote from them, then go back to Asos and give them a certified quote and wait for them to decide if they wanted to pay for it or not. ABSOLUTE joke for me to have to pull out all the stops when they have sent faulty items that i paid for. Will be shopping from the original retailers from now on who will actually help when there is a problem. When i told the agent how disappointed i was with the service he said 'if that was all i could hang up now'. Incredibly rude."
"November 19, 2019",5,jordan,"customer service, excellent"
"November 19, 2019",5,Ell was really helpful and solved my…,Ell was really helpful and solved my issue quickly
"November 19, 2019",4,Prompt and professional dealing with my order issue,great staff helped me promptly with my issue. i caused damage to my hand and broke two nails in the simple process of trying to remove an earring from the pakacging however becuase the clasp of the earring was damaged it was near impossible getting it off without breaking the earring. Ell was able to help me quickly and professionally with my dilemma which lessened the pain cuased from trying to get the earring off the packaging
"November 19, 2019",1,Terrible customer service,"I have never had such a horrible customer experience. I ordered 7 items, only 1 was delivered. I requested the missing items replacement, which was confirmed to me, only to find out the next day that my entire order was cancelled because items were out of stock. The funny part is that all the items were in stock, not even low on stock. I was not reimbursed for what I paid in duties and taxes on all 7 items (6 of which weren't delivered) and extra fees for express shipping. I cannot reorder the items because I ordered  them during 25% sale, which is no longer valid. How hard would it be to just resend the missing items?"
"November 19, 2019",1,POOR SERVICE!,"I  purchased an item from ASOS as a gift and it arrived in very badly damaged packaging - while I appreciate it is only packaging, the fact I am gifting the item makes this an issue. I immediately sought help from ASOS via their live chat and was connected to an adviser called Sadia. She did not offer much of a resolution, only ways that meant I was liable for all of the leg work which would inconvenience me further. I was extremely disappointed with their poor customer service and lack of apology, more so as I shop VERY regularly with ASOS. Ridiculous!"
"November 19, 2019",5,Excellent atencion and Michaela was…,Excellent atencion and Michaela was very kind
"November 19, 2019",1,Worst shop iv ever used,Worst shop iv ever used. Ban you if you return too many things. How are you meant to know how things fit unless you try them on. Staff get treat really bad too
"November 19, 2019",5,Very helpful support,"Very helpful support, sorted within 5 minutes"
"November 19, 2019",4,Third time lucky!,"Did not have good customer service with 2 people I chatted with, but Mihaela was third time lucky and very helpful. Resolved my issue very efficiently!"
"November 19, 2019",5,Adriana was so helpful,Adriana was so helpful! I was stuck on something with returns and she was so friendly and helped me out so quickly. I thought it was going to be a real faff but was a couple of minutes. Thanks ASOS Adriana!
"November 19, 2019",5,simply the best,ASOS is the simplest way to purchase the latest fashion. The app is very good. Lots of offers for students too. Just used the online live chat and spoke to a lady called Chelsea. She was very helpful! Would definitely recommend using ASOS.
"November 19, 2019",5,Customer Help very helpful!,"Customer Help through chat is very helpful and the people helping, do their very best to help you."
"November 19, 2019",5,Fantastic customer service,Shannon was very helpful today. She answered my questions and was able to help resolve my problem. It was fast and easy! :)
"November 19, 2019",5,Very helpful,Was very helpful and polite
"November 19, 2019",5,MICHELLE is very nice,MICHELLE is very nice - I just hope she wont forget to get in touch with me with an answer
"November 19, 2019",5,Very quick to get a reply,"Very quick to get a reply, very helpful and friendly (Abbie)"
"November 19, 2019",5,Chelsea was quick to help with my issue and resolved it without hesitation,"Chelsea was quick to help with my question and didn’t hesitate to send me my correct items after I explained to her that they were taken from my delivery bag at some point in the delivery process. Thanks for your help, Chelsea! :)"
"November 19, 2019",1,Awful delivery services stated time of…,Awful delivery services stated time of delivery and never attempted delivery. Payed for next day then they delivered 3 days later to a neighbour!
"November 19, 2019",4,Very happy with ASOS itself however had…,"Very happy with ASOS itself however had a horrible experience with their delivery partner Hermes. When returning an item, it offered Hermes home pick up service which I selected. I created the request directly on Hermes website, printed the label, driver never arrived to pick up. I contacted their customer service to ask to send someone over only to hear a clear lie why it wasn't completed they offered they will forward my complaint to another Hermes team who would contact me within 48 hours and 'try' to help me (!!) Why wouldn't you just send somebody over to pick up? Especially when you clearly made a mistake? I ended up walking half an hour to a nearest post office to get it returned on time. Shocking approach from Hermes let ASOS and me down. If returning, save yourself time and nerves and go with another provider."
"November 19, 2019",5,Helpful staff and she explained the…,Helpful staff and she explained the returns policy in a way I understood and I answered my questions
"November 19, 2019",4,Asos customer service is very efficient,The person I spoke to was called chloe and she was professional and helped me with my query within 5 minutes.
"November 19, 2019",5,it was very helpful!!,it was very helpful!!thank you so much!!
"November 19, 2019",5,Amy really helped me,"Amy really helped me, in contrast to Polish collegues"
"November 19, 2019",5,Jadine was a great help,"Jadine was a great help, what a legend!"
"November 19, 2019",5,Looked into my query and explained…,Looked into my query and explained everything really well throughout the chat and solved my problem really quickly. Very good Customer Service from Krishna today.  :)
"November 19, 2019",5,Great service from ASOS my favourite…,Great service from ASOS my favourite online shop for fashion. Always a good selection of sizes reasonable prices for a bit multiple occasions. The only thing I don’t like is that they use Hermes delivery who I always have problems with and have not had problems with any other delivery service it does make me question whether I want to use ASOS again if they continue to use this terrible delivery company.
"November 19, 2019",5,Speedy reply,speedy answer my question.
"November 19, 2019",4,Quick response from Denisa in the chat,Quick response from Denisa in the chat. she was very understanding and found a solution straight away. Really good customer service!
"November 19, 2019",1,Not happy with the service I have received,"Not happy with the service I have received. Paid for next day delivery and Hermes confirmed an expected time slot. Surprise surprise it didn’t arrive, nor did it arrive the following day! Hermes never deliver on time or they leave parcels on the doorstep which isn’t secure! We are now on the third day let’s hope it arrives. Will not use ASOS again purely due to the fact that they operate with Hermes and their service is poor!"
"November 19, 2019",1,Appalling lack of customer care,"Appalling lack of customer care. I ordered for next day delivery and it never arrived— my package since 14th November has been in the same place according to Hermes tracker, who I’ve been unable to contact. I asked ASOS to cancel the order as one would presume they are able to contact their outsourced courier service, but to no avail. I’ve been told twice by incredibly unhelpful representatives (over Twitter and messenger, as I’ve been unable to get through to calling them) that my package will potentially arrive on 21st November (no reason/ explanation why it’s that date specifically). So I’m now expected to wait at home (I have a full time job) and hope that it turns up, only then to post it back to them in order to be fully refunded. A complete farce and appalling customer service. I’ve been a loyal customer for 10 years and I’ve never known the customer service to be this bad. Equally ASOS, when signing off messages regarding complaints, it reads as very condescending to end a message with “have a nice day” after being totally unhelpful (either that or stop using bots to answer delivery issues)."
"November 19, 2019",5,Alex was very helpful where other staff…,Alex was very helpful where other staff couldnt really help me
"November 19, 2019",5,Oliver at Asos returns customer care…,"Oliver at Asos returns customer care has been of great help, very patient and really tried to hep me with my problem :)"
"November 19, 2019",5,Charlie has been helpful via the online…,Charlie has been helpful via the online chat and promised to resolve the issue with my missing parcel which i have been trying to sort since July. Watch out for DPD as they will just sign for parcels themselves if no ones home and either not leave them at all or leave them in an unsafe area.
"November 19, 2019",5,Sorted out my query efficiently,"Sorted out my query efficiently, thank you"
"November 19, 2019",5,helpful!,Quick and helpful!
"November 19, 2019",5,Excellent CS!,My order issue with a faulty item was handled excellently! I can easily return and get a refund of the item I bought even after removing the tag. Thank you Asos and Shannon!
"November 19, 2019",5,Love ASOS,"I always find ASOS customer service helpful. Each person I speak to is helpful, explaining fully and willing to find out the source of the problem. Of course, the clothes I love too."
"November 19, 2019",5,Can't beat it!,"asos Customer  service is great . they strive to make any issues right, friendly, and with free shipping and returns , can't beat it. Only downside is sometimes the chat queue is very long sometimes 10+mins to speak to a rep. But their chat hours are 24h so you also can't beat that!"
"November 19, 2019",5,All good,"Ordered two pairs of leather gloves from Asos, all went smoothly, received the pack in perfect condition and very happy with the items. The delivery was free, standard time of 4 working days."
"November 19, 2019",5,Great Customer Service,"Incredibly helpful, friendly customer service and resolved issue straight away!"
"November 19, 2019",5,Connor was a great help,Connor was a great help; found the problem and gave me a quick resolution that reassured me.
"November 19, 2019",5,Give Mohammed a raise,"Give Mohammed a raise! Customer care at it's finest! If he can't get a raise, promote that man!"
"November 19, 2019",4,Well mannered and gave me a good idea…,Well mannered and gave me a good idea on why my order was late to be delivered and clear instructions too.
"November 19, 2019",5,Easy to use,"Easy to use, great range, very helpful if you have any queries. Returns policy is fantastic !"
"November 19, 2019",5,Really really excellent service!,Having been originally disappointed regarding missing items from my order Alex very quickly helped to organise a replacement order out to me which really helped me. They were kind and understand and very quickly dealt with the situation while being very detailed and through. Top notch customer service from this person this morning.
"November 19, 2019",5,Very fast and helpful.,Very fast and helpful.. thanks
"November 19, 2019",1,Alex,"Alex, my customer service rep was lovely and super professional in the face of adversity. ASOS has a terrible system, you should be able to amend orders after they've been placed. Even for a 15 minute window. It is ridiculous to do otherwise"
"November 19, 2019",5,Friendly Kate,"Kate couldn’t help me as my request was against the rules, but what a lovely girl"
"November 19, 2019",4,Favourite place to shop.,"I have been shopping with ASOS for a very long time and I've never had any major problems with them. There have been times where they have sent me the wrong order, however, they have always been relatively quick to resolve the issue. When I do get in contact with them the staff are very friendly and helpful. It is my favourite place to purchase clothes and I love how they have a petite section."
"November 19, 2019",1,Ordered a present for a 30th birthday,"Ordered a present for a 30th birthday, didn’t turn up, messaged twice on social media and had no response, finally got through on chat and been told to wait 24 hours. Not good service at all."
"November 19, 2019",4,Hasan on the live chat was really…,Hasan on the live chat was really polite and helpful !
"November 19, 2019",3,I ordered a pair of shoes and socks and…,"I ordered a pair of shoes and socks and I’ve waited for almost 2months their tracking is worst then I contacted the customer service and they respond, well I’m not really satisfied in their tracking process. After that they said my item is lost and so they return my payment after 10working days then after a week my item came and I chat their customer service and they say they wont me recharge for my item, so it’s FREE!!!thank you ASOS."
"November 19, 2019",5,Pleasant,"At the moment, this has been helpful, needs to be passed on to specialist and hopefully will receive a reply in 48 hours."
"November 19, 2019",5,Great customer service and they…,Great customer service and they resolved my online inquiry via the chat support very quickly.
"November 19, 2019",5,Janine was very helpful with my returns…,Janine was very helpful with my returns issue
"November 19, 2019",5,Professional,First customer service I got from was not that pleasant but I opened new chat and got a customer service from shohaib. He took his time tried to find out where I was misunderstood in refund. Explained everything to me in detail. Thanks shohaib.
"November 19, 2019",3,"We don’t have your clothes, here’s some trash instead!","I received my package with less than half of what I ordered, no receipt, and there was literally an empty chip bag in my package. I don’t appreciate the fact that I spent $100+ and I received actual garbage. Also don’t appreciate that there’s not option to call. Live chat sucks and you have no idea how long you’ll have to wait to talk to someone. Eventually I tried again and they resolved my issues. But I like Asos clothes and this was my first time having issues with them. Not sure I’ll order from them again."
"November 19, 2019",5,Harry was very helpful,Harry was very helpful. Thank you.
"November 19, 2019",5,Helpful,"Helpful, to the point, deserves a corner office"
"November 19, 2019",5,Josh rocks great costumer service,Josh rocks great costumer service. Really acted fast and had the perfect solution
"November 19, 2019",5,Thanks!,Marta was very helpful!
"November 19, 2019",5,Emma was lovely,Emma was lovely. Really efficient and answered all my questions. She invited me to keep in touch if I wasn't happy. Plus the vote of confidence for my new purchase!
"November 19, 2019",5,Although my delivery went wrong (with…,Although my delivery went wrong (with the courier) I can't fault ASOS customer service to fix up the problem. I'll continue to use them and still love the options.
"November 19, 2019",5,This is some feedback for a man called…,"This is some feedback for a man called James. Quite frankly should be the face of ASOS. Though I did not see his face. He helped me in ways I could have never dreamed of, and he resolved my concerns to the highest level. I could never express my gratitude enough. Please send him to Barbados on an all expenses trip. His knowledge of dinosaurs in popular culture was also excellent."
"November 19, 2019",1,Very poor customer service!,"Very poor customer service. First they sad that my order was delivered. The next message was that they had lost the package. I received a message about the replacement and the day after they cancelled. I had a conversation about a next delivery, that was cancelled too.Order arrived after 17 days.No compensation.Customer service unavailable in online live chat. Only on Facebook messenger. Responding time:1day, super slow."
"November 19, 2019",5,Such wonderful cutomer service,"Such wonderful cutomer service, dedicated to fixing the issue I had with my subscription to their Premier Delivery!"
"November 19, 2019",5,truly the BEST thing to happen to online shopping,I trust asos so much. I have only ever had one “mess up” which was fixed so quickly by the live help chat. I have bought so many things from asos. They have the best deals and best shipping rates. I love this company so much. They are the BEST online shopping website ever. Seriously a genius company.
"November 18, 2019",5,Josh was super helpful and super easy…,Josh was super helpful and super easy to talk to! He is gonna help me get my items before my trip which is AMAZING. Bless you Josh!
"November 18, 2019",1,Ive been an asos fan for years but have…,Ive been an asos fan for years but have had too many problems with their deliveries recently.Im sure they used to use DPD for my deliveries but now its Hermes. The Twitter customer service is useless at anything other than regurgitating their terms and conditions.How dare they charge for a premium next day service when it takes 5 working days for the order to be delivered?!
"November 18, 2019",5,Quick resolution to a missing item,Evelyn was really helpful and got the missing item situation sorted out with the quickness. She was super nice and courteous. Big thanks to her and y'all
"November 18, 2019",5,Dani was very helpful,Dani was very helpful. Manage to help find the item I wanted asap! 5* service - Thank you!!!
"November 18, 2019",1,Returning item and faulty,"Paid for the premier service, my dress was delivered two days late, then i sent the dress back requesting an exchange of another size. ASOS issue my with a refund instead of an exchange.Within  the same week I order another dress went receiving the dress it was faulty.I haven't used asos in two years, and my experience as a returning customer as been shocking. Very disappointing"
"November 18, 2019",5,The ASOS chat representative was very helpful.,The ASOS chat representative was helpful and thorough in resolving my concerns.
"November 18, 2019",5,Lesley was extremely helpful,"Lesley was extremely helpful, fast, upbeat, and knowledgeable"
"November 18, 2019",5,Very helpful customer service!,"I ordered from ASOS for an event I have coming up. My delivery was lost after being 'signed for' at a time when no one was in my house, I then contacted the ASOS team and was assisted by a very helpful lady called Sharon. She helped sort the issue out quickly and efficiently, and now I should have my items in time for the event! Couldn't have asked for better customer service."
"November 18, 2019",5,Quick response and quick solution very…,Quick response and quick solution very good customer care
"November 18, 2019",5,very helpful,"very helpful, thanks!"
"November 18, 2019",4,Dealing with ASOS directly has been…,"Dealing with ASOS directly has been fine but I had to speak with Yodel first who were delivering my parcel and they were not helpful at all. Firstly, they have said they failed to deliver my parcel on Saturday because they could not locate the property. In 25 years I have never had a problem with parcels been delivered to this address. They also never tried to phone. I was using the tracker online and the status was that it would be delivered the next day - which it wan't. I then had to contact them directly - after verifying all of the address information, they told me it didnt match and ended the chat very abruptly. This experience would seriously make me reconsider ordering with ASOS again as I now don't think I will get my delivery for when i need it."
"November 18, 2019",5,Very helpful,"Very helpful, clear answer."
"November 18, 2019",5,Great service and quick response thank…,Great service and quick response thank you
"November 18, 2019",1,Very bad customer service,"The customer service is rude, unhelpful and unrespectful.After I got a wrong item they asked me to send it back and pay for the return shipment. When I tried to asked for a refund , they ignored my messages.In another case, when the package didn't arrive on time, the agent give me wrong information and asked me to send another message(and wasting more time on waiting in the queue) because it was 55 minutes before midnight .. then she just close the window, without letting me time to answer her.Very disappointing, saving couple of Pounds doesn't worth the waste of time on this terrible customer service ."
"November 18, 2019",1,Dreadful experience,"Dreadful experience, order was due on Thursday 14/10 after paying for express delivery..never arrived... contacted couriers(fastway), and ASOS on Saturday told to wait til Wednesday. On Monday contacted by ASOS and couriers stating item out for delivery...never arrived. Contacted ASOS told to wait til 25/10, no chance I want a full refund and won't be accepting delivery. But they won't do this and want me to wait til 25th. Already wasted two days...very bad communication from their delivery partners. Will never use ASOS again"
"November 18, 2019",5,Marta was very helpful!,"Marta was very helpful, she looked into my order and helped me resolve my concerns. She answered every question I had. Overall, a great experience ! Hope you guys had a phone number but the chat works smoothly also."
"November 18, 2019",5,I must say that I am finally satisfied…,"I must say that I am finally satisfied with the kindess and willingness to solve mu return problem, all thanks to Ell.Best regards Marina Špinjača"
